user_id,pos_date,pos_time,x_pos,y_pos
24560290,2021-01-14,17:58:52.364812,12.6457,3.3280
24560290,2021-01-14,17:58:52.367522,12.1457,2.8280
24560290,2021-01-14,17:58:52.369714,12.1457,2.8280
24560290,2021-01-14,17:58:52.372537,13.1457,3.8280
24560290,2021-01-14,17:58:52.373631,12.1457,2.8280
24560290,2021-01-14,17:58:52.374782,12.1457,3.8280
24560290,2021-01-14,17:58:52.3758,12.1457,3.8280
24560290,2021-01-14,17:58:52.376976,13.1457,2.8280
24560290,2021-01-14,17:58:52.378096,13.1457,3.8280
24560290,2021-01-14,17:58:52.379151,12.1457,2.8280
24560290,2021-01-14,17:58:52.380156,12.1457,2.8280
24560290,2021-01-14,17:58:52.381238,12.1457,3.8280
24560290,2021-01-14,17:58:52.384383,12.1457,3.8280
24560290,2021-01-14,17:58:52.385519,13.1457,3.8280
24560290,2021-01-14,17:58:52.386561,13.1457,2.8280
24560290,2021-01-14,17:58:52.387652,13.1457,3.8280
24560290,2021-01-14,17:58:52.388733,12.1457,3.8280
24560290,2021-01-14,17:58:52.389896,13.1457,3.8280
24560290,2021-01-14,17:58:52.39095,12.1457,3.8280
24560290,2021-01-14,17:58:52.39201,12.1457,2.8280
24560290,2021-01-14,17:58:52.393028,13.1457,2.8280
24560290,2021-01-14,17:58:52.395635,12.1457,2.8280
24560290,2021-01-14,17:58:52.396858,13.1457,2.8280
24560290,2021-01-14,17:58:52.39795,12.1457,2.8280
24560290,2021-01-14,17:58:52.399048,13.1457,3.8280
24560290,2021-01-14,17:58:52.399995,13.1457,3.8280
24560290,2021-01-14,17:58:52.401086,12.1457,2.8280
24560290,2021-01-14,17:58:52.402129,12.1457,2.8280
24560290,2021-01-14,17:58:52.403187,13.1457,3.8280
24560290,2021-01-14,17:58:52.404286,12.1457,2.8280
24560290,2021-01-14,17:58:52.406707,12.1457,3.8280
24560290,2021-01-13,17:58:52.409891,0.0746,0.5286
24560290,2021-01-13,17:58:52.414578,0.5746,0.0286
24560290,2021-01-13,17:58:52.418742,0.5746,0.0286
24560290,2021-01-13,17:58:52.420661,0.5746,0.0286
24560290,2021-01-13,17:58:52.423798,0.5746,0.0286
24560290,2021-01-13,17:58:52.426963,0.5746,0.0286
24560290,2021-01-13,17:58:52.428924,0.5746,0.0286
24560290,2021-01-13,17:58:52.430725,0.5746,0.0286
24560290,2021-01-13,17:58:52.432751,0.5746,1.0286
24560290,2021-01-13,17:58:52.434818,0.5746,1.0286
24560290,2021-01-13,17:58:52.436579,0.5746,0.0286
24560290,2021-01-13,17:58:52.43815,0.5746,1.0286
24560290,2021-01-13,17:58:52.43987,0.5746,0.0286
24560290,2021-01-13,17:58:52.441835,0.5746,1.0286
24560290,2021-01-13,17:58:52.443788,0.5746,0.0286
24560290,2021-01-13,17:58:52.44643,0.5746,1.0286
24560290,2021-01-13,17:58:52.448362,0.5746,0.0286
24560290,2021-01-13,17:58:52.450361,0.5746,0.0286
24560290,2021-01-13,17:58:52.452352,0.5746,1.0286
24560290,2021-01-13,17:58:52.454311,0.5746,1.0286
24560290,2021-01-13,17:58:52.456242,0.5746,1.0286
24560290,2021-01-13,17:58:52.458143,0.5746,0.0286
24560290,2021-01-12,17:58:52.460603,19.6406,5.2102
24560290,2021-01-12,17:58:52.462588,19.1406,5.7102
24560290,2021-01-12,17:58:52.46535,19.1406,4.7102
24560290,2021-01-12,17:58:52.46736,19.1406,5.7102
24560290,2021-01-12,17:58:52.469346,19.1406,4.7102
24560290,2021-01-12,17:58:52.47136,19.1406,4.7102
24560290,2021-01-12,17:58:52.47338,19.1406,4.7102
24560290,2021-01-12,17:58:52.475346,19.1406,4.7102
24560290,2021-01-12,17:58:52.477535,19.1406,4.7102
24560290,2021-01-12,17:58:52.479547,19.1406,4.7102
24560290,2021-01-12,17:58:52.481531,19.1406,4.7102
24560290,2021-01-12,17:58:52.483413,19.1406,5.7102
24560290,2021-01-12,17:58:52.485176,19.1406,5.7102
24560290,2021-01-12,17:58:52.48703,19.1406,5.7102
24560290,2021-01-12,17:58:52.489256,19.1406,5.7102
24560290,2021-01-12,17:58:52.491505,19.1406,4.7102
24560290,2021-01-12,17:58:52.493556,19.1406,5.7102
24560290,2021-01-12,17:58:52.495453,19.1406,5.7102
24560290,2021-01-12,17:58:52.497392,19.1406,4.7102
24560290,2021-01-12,17:58:52.499523,19.1406,5.7102
24560290,2021-01-12,17:58:52.501986,19.1406,4.7102
24560290,2021-01-12,17:58:52.504622,19.1406,5.7102
24560290,2021-01-12,17:58:52.507209,19.1406,4.7102
24560290,2021-01-12,17:58:52.509614,19.1406,5.7102
24560290,2021-01-12,17:58:52.511868,19.1406,5.7102
24560290,2021-01-12,17:58:52.514094,19.1406,5.7102
24560290,2021-01-12,17:58:52.516557,19.1406,5.7102
24560290,2021-01-12,17:58:52.518775,19.1406,4.7102
24560290,2021-01-12,17:58:52.520999,19.1406,5.7102
24560290,2021-01-12,17:58:52.523233,19.1406,5.7102
24560290,2021-01-12,17:58:52.525324,19.1406,5.7102
24560290,2021-01-12,17:58:52.527339,19.1406,5.7102
24560290,2021-01-12,17:58:52.529356,19.1406,5.7102
24560290,2021-01-12,17:58:52.531347,19.1406,4.7102
24560290,2021-01-12,17:58:52.533407,19.1406,5.7102
24560290,2021-01-12,17:58:52.535561,19.1406,4.7102
24560290,2021-01-12,17:58:52.537755,19.1406,4.7102
24560290,2021-01-12,17:58:52.539878,19.1406,4.7102
24560290,2021-01-12,17:58:52.542131,19.1406,4.7102
24560290,2021-01-12,17:58:52.544415,19.1406,4.7102
24560290,2021-01-12,17:58:52.546695,19.1406,4.7102
24560290,2021-01-12,17:58:52.548952,19.1406,5.7102
24560290,2021-01-12,17:58:52.551326,19.1406,4.7102
24560290,2021-01-12,17:58:52.553675,19.1406,4.7102
24560290,2021-01-12,17:58:52.555919,19.1406,5.7102
24560290,2021-01-12,17:58:52.558155,19.1406,4.7102
24560290,2021-01-12,17:58:52.560403,19.1406,4.7102
24560290,2021-01-12,17:58:52.562438,19.1406,4.7102
24560290,2021-01-12,17:58:52.564338,19.1406,5.7102
24560290,2021-01-11,17:58:52.566854,14.3993,1.6663
24560290,2021-01-11,17:58:52.569005,13.8993,1.1663
24560290,2021-01-11,17:58:52.571203,14.8993,1.1663
24560290,2021-01-11,17:58:52.573419,13.8993,1.1663
24560290,2021-01-11,17:58:52.575557,14.8993,2.1663
24560290,2021-01-11,17:58:52.577551,13.8993,2.1663
24560290,2021-01-11,17:58:52.579849,14.8993,1.1663
24560290,2021-01-11,17:58:52.582078,13.8993,1.1663
24560290,2021-01-11,17:58:52.584463,13.8993,2.1663
24560290,2021-01-11,17:58:52.586887,14.8993,2.1663
24560290,2021-01-11,17:58:52.58918,13.8993,2.1663
24560290,2021-01-11,17:58:52.591502,14.8993,1.1663
24560290,2021-01-11,17:58:52.593623,14.8993,1.1663
24560290,2021-01-11,17:58:52.595718,14.8993,2.1663
24560290,2021-01-11,17:58:52.597968,13.8993,2.1663
24560290,2021-01-11,17:58:52.600122,13.8993,2.1663
24560290,2021-01-11,17:58:52.602275,14.8993,2.1663
24560290,2021-01-11,17:58:52.604275,13.8993,2.1663
24560290,2021-01-11,17:58:52.606327,14.8993,2.1663
24560290,2021-01-11,17:58:52.608651,13.8993,2.1663
24560290,2021-01-11,17:58:52.610927,14.8993,2.1663
24560290,2021-01-11,17:58:52.613183,14.8993,2.1663
24560290,2021-01-11,17:58:52.615472,13.8993,1.1663
24560290,2021-01-11,17:58:52.618018,13.8993,2.1663
24560290,2021-01-11,17:58:52.620173,14.8993,2.1663
24560290,2021-01-11,17:58:52.623793,13.8993,2.1663
24560290,2021-01-11,17:58:52.627279,13.8993,1.1663
24560290,2021-01-11,17:58:52.629475,14.8993,2.1663
24560290,2021-01-11,17:58:52.631683,13.8993,1.1663
24560290,2021-01-11,17:58:52.633949,13.8993,2.1663
24560290,2021-01-11,17:58:52.636211,14.8993,1.1663
24560290,2021-01-11,17:58:52.638502,13.8993,2.1663
24560290,2021-01-11,17:58:52.640792,14.8993,2.1663
24560290,2021-01-11,17:58:52.643127,13.8993,2.1663
24560290,2021-01-11,17:58:52.6456,14.8993,1.1663
24560290,2021-01-11,17:58:52.648061,14.8993,2.1663
24560290,2021-01-11,17:58:52.650748,13.8993,1.1663
24560290,2021-01-11,17:58:52.652652,14.8993,2.1663
24560290,2021-01-11,17:58:52.654853,13.8993,1.1663
24560290,2021-01-11,17:58:52.657008,14.8993,2.1663
24560290,2021-01-11,17:58:52.659175,14.8993,1.1663
24560290,2021-01-11,17:58:52.661197,14.8993,2.1663
24560290,2021-01-11,17:58:52.663364,14.8993,1.1663
24560290,2021-01-11,17:58:52.665436,13.8993,1.1663
24560290,2021-01-11,17:58:52.667755,14.8993,1.1663
24560290,2021-01-11,17:58:52.670059,14.8993,2.1663
24560290,2021-01-11,17:58:52.672529,13.8993,1.1663
24560290,2021-01-10,17:58:52.675013,3.0730,8.9222
24560290,2021-01-10,17:58:52.677152,2.5730,9.4222
24560290,2021-01-10,17:58:52.679346,3.5730,9.4222
24560290,2021-01-10,17:58:52.681584,2.5730,8.4222
24560290,2021-01-10,17:58:52.683715,3.5730,9.4222
24560290,2021-01-10,17:58:52.685754,3.5730,9.4222
24560290,2021-01-10,17:58:52.687902,2.5730,9.4222
24560290,2021-01-10,17:58:52.690123,3.5730,8.4222
24560290,2021-01-10,17:58:52.693246,3.5730,8.4222
24560290,2021-01-10,17:58:52.695387,3.5730,9.4222
24560290,2021-01-10,17:58:52.697676,3.5730,8.4222
24560290,2021-01-10,17:58:52.699826,2.5730,8.4222
24560290,2021-01-10,17:58:52.701992,3.5730,8.4222
24560290,2021-01-10,17:58:52.704269,2.5730,8.4222
24560290,2021-01-10,17:58:52.706383,3.5730,8.4222
24560290,2021-01-10,17:58:52.708463,3.5730,8.4222
24560290,2021-01-10,17:58:52.710728,3.5730,9.4222
24560290,2021-01-10,17:58:52.714243,3.5730,8.4222
24560290,2021-01-10,17:58:52.717367,2.5730,8.4222
24560290,2021-01-10,17:58:52.719722,2.5730,9.4222
24560290,2021-01-10,17:58:52.722403,3.5730,8.4222
24560290,2021-01-10,17:58:52.724804,3.5730,8.4222
24560290,2021-01-10,17:58:52.72723,3.5730,8.4222
24560290,2021-01-10,17:58:52.72961,3.5730,9.4222
24560290,2021-01-10,17:58:52.731912,3.5730,9.4222
24560290,2021-01-10,17:58:52.734098,3.5730,8.4222
24560290,2021-01-10,17:58:52.736233,3.5730,8.4222
24560290,2021-01-10,17:58:52.738439,2.5730,8.4222
24560290,2021-01-10,17:58:52.741325,3.5730,8.4222
24560290,2021-01-10,17:58:52.74372,2.5730,9.4222
24560290,2021-01-10,17:58:52.745901,3.5730,8.4222
24560290,2021-01-10,17:58:52.748283,2.5730,9.4222
24560290,2021-01-09,17:58:52.751038,6.3346,7.1687
24560290,2021-01-09,17:58:52.753355,6.8346,6.6687
24560290,2021-01-09,17:58:52.755635,6.8346,7.6687
24560290,2021-01-09,17:58:52.757908,5.8346,6.6687
24560290,2021-01-09,17:58:52.760223,6.8346,6.6687
24560290,2021-01-09,17:58:52.762386,6.8346,6.6687
24560290,2021-01-09,17:58:52.766485,5.8346,6.6687
24560290,2021-01-09,17:58:52.768868,6.8346,6.6687
24560290,2021-01-09,17:58:52.771109,5.8346,6.6687
24560290,2021-01-09,17:58:52.773351,6.8346,6.6687
24560290,2021-01-09,17:58:52.775604,6.8346,7.6687
24560290,2021-01-09,17:58:52.777861,5.8346,6.6687
24560290,2021-01-09,17:58:52.780099,5.8346,6.6687
24560290,2021-01-09,17:58:52.782268,6.8346,7.6687
24560290,2021-01-09,17:58:52.784449,5.8346,7.6687
24560290,2021-01-09,17:58:52.786442,5.8346,6.6687
24560290,2021-01-09,17:58:52.788666,5.8346,6.6687
24560290,2021-01-09,17:58:52.790922,5.8346,7.6687
24560290,2021-01-09,17:58:52.793189,6.8346,7.6687
24560290,2021-01-09,17:58:52.795358,6.8346,7.6687
24560290,2021-01-09,17:58:52.797405,5.8346,6.6687
24560290,2021-01-09,17:58:52.799627,5.8346,7.6687
24560290,2021-01-09,17:58:52.802049,6.8346,7.6687
24560290,2021-01-09,17:58:52.804271,5.8346,7.6687
24560290,2021-01-09,17:58:52.806555,5.8346,6.6687
24560290,2021-01-09,17:58:52.808835,5.8346,6.6687
24560290,2021-01-09,17:58:52.811103,6.8346,6.6687
24560290,2021-01-09,17:58:52.813368,5.8346,7.6687
24560290,2021-01-09,17:58:52.815619,5.8346,7.6687
24560290,2021-01-08,17:58:52.818752,19.5364,0.4358
24560290,2021-01-08,17:58:52.820993,19.0364,0.9358
24560290,2021-01-08,17:58:52.823229,19.0364,0.9358
24560290,2021-01-08,17:58:52.825528,19.0364,0.9358
24560290,2021-01-08,17:58:52.827928,19.0364,0.9358
24560290,2021-01-08,17:58:52.830225,19.0364,0.9358
24560290,2021-01-08,17:58:52.832402,19.0364,0.9358
24560290,2021-01-08,17:58:52.834661,19.0364,0.9358
24560290,2021-01-08,17:58:52.836898,19.0364,0.9358
24560290,2021-01-08,17:58:52.839206,19.0364,0.9358
24560290,2021-01-08,17:58:52.841617,19.0364,0.9358
24560290,2021-01-08,17:58:52.844116,19.0364,0.9358
24560290,2021-01-08,17:58:52.846613,19.0364,0.9358
24560290,2021-01-08,17:58:52.848871,19.0364,0.9358
24560290,2021-01-08,17:58:52.851295,19.0364,0.9358
24560290,2021-01-08,17:58:52.853696,19.0364,0.9358
24560290,2021-01-08,17:58:52.855914,19.0364,0.9358
24560290,2021-01-08,17:58:52.858147,19.0364,0.9358
24560290,2021-01-08,17:58:52.860426,19.0364,0.9358
24560290,2021-01-08,17:58:52.862852,19.0364,0.9358
24560290,2021-01-08,17:58:52.865139,19.0364,0.9358
24560290,2021-01-08,17:58:52.867421,19.0364,0.9358
24560290,2021-01-08,17:58:52.869644,19.0364,0.9358
24560290,2021-01-08,17:58:52.87187,19.0364,0.9358
24560290,2021-01-08,17:58:52.874151,19.0364,0.9358
24560290,2021-01-08,17:58:52.876361,19.0364,0.9358
24560290,2021-01-08,17:58:52.878613,19.0364,0.9358
24560290,2021-01-08,17:58:52.880859,19.0364,0.9358
24560290,2021-01-08,17:58:52.88313,19.0364,0.9358
24560290,2021-01-08,17:58:52.885366,19.0364,0.9358
24560290,2021-01-08,17:58:52.887802,19.0364,0.9358
24560290,2021-01-07,17:58:52.890475,2.1100,1.3046
24560290,2021-01-07,17:58:52.892676,2.6100,1.8046
24560290,2021-01-07,17:58:52.894873,1.6100,1.8046
24560290,2021-01-07,17:58:52.896908,2.6100,1.8046
24560290,2021-01-07,17:58:52.898845,2.6100,1.8046
24560290,2021-01-07,17:58:52.901309,2.6100,0.8046
24560290,2021-01-07,17:58:52.903916,1.6100,0.8046
24560290,2021-01-07,17:58:52.906398,2.6100,1.8046
24560290,2021-01-07,17:58:52.908717,1.6100,0.8046
24560290,2021-01-07,17:58:52.911087,1.6100,1.8046
24560290,2021-01-07,17:58:52.91349,1.6100,1.8046
24560290,2021-01-07,17:58:52.915874,2.6100,1.8046
24560290,2021-01-07,17:58:52.918102,1.6100,1.8046
24560290,2021-01-07,17:58:52.920441,1.6100,0.8046
24560290,2021-01-07,17:58:52.922612,2.6100,1.8046
24560290,2021-01-07,17:58:52.924776,2.6100,0.8046
24560290,2021-01-07,17:58:52.926973,1.6100,0.8046
24560290,2021-01-07,17:58:52.930552,2.6100,1.8046
24560290,2021-01-07,17:58:52.93354,2.6100,0.8046
24560290,2021-01-07,17:58:52.935811,1.6100,1.8046
24560290,2021-01-07,17:58:52.938103,2.6100,0.8046
24560290,2021-01-07,17:58:52.940293,1.6100,0.8046
24560290,2021-01-07,17:58:52.94249,2.6100,0.8046
24560290,2021-01-06,17:58:52.944965,8.9527,0.9288
24560290,2021-01-06,17:58:52.947167,9.4527,0.4288
24560290,2021-01-06,17:58:52.949411,9.4527,0.4288
24560290,2021-01-06,17:58:52.9517,8.4527,1.4288
24560290,2021-01-06,17:58:52.95422,9.4527,1.4288
24560290,2021-01-06,17:58:52.956775,8.4527,0.4288
24560290,2021-01-06,17:58:52.958988,9.4527,0.4288
24560290,2021-01-06,17:58:52.961249,9.4527,1.4288
24560290,2021-01-06,17:58:52.963415,9.4527,0.4288
24560290,2021-01-06,17:58:52.965549,9.4527,1.4288
24560290,2021-01-06,17:58:52.967725,9.4527,0.4288
24560290,2021-01-06,17:58:52.969974,8.4527,1.4288
24560290,2021-01-06,17:58:52.972249,8.4527,1.4288
24560290,2021-01-06,17:58:52.974858,9.4527,1.4288
24560290,2021-01-06,17:58:52.977103,8.4527,1.4288
24560290,2021-01-06,17:58:52.979592,9.4527,0.4288
24560290,2021-01-06,17:58:52.981685,8.4527,1.4288
24560290,2021-01-06,17:58:52.983827,9.4527,1.4288
24560290,2021-01-06,17:58:52.986011,8.4527,0.4288
24560290,2021-01-06,17:58:52.987991,8.4527,0.4288
24560290,2021-01-06,17:58:52.990111,9.4527,0.4288
24560290,2021-01-06,17:58:52.992176,9.4527,0.4288
24560290,2021-01-06,17:58:52.99432,9.4527,0.4288
24560290,2021-01-06,17:58:52.996467,9.4527,1.4288
24560290,2021-01-06,17:58:53.000006,9.4527,1.4288
24560290,2021-01-06,17:58:53.003238,8.4527,1.4288
24560290,2021-01-06,17:58:53.005687,8.4527,0.4288
24560290,2021-01-06,17:58:53.007849,9.4527,1.4288
24560290,2021-01-06,17:58:53.010082,9.4527,0.4288
24560290,2021-01-06,17:58:53.012177,9.4527,1.4288
24560290,2021-01-06,17:58:53.01435,8.4527,1.4288
24560290,2021-01-05,17:58:53.017315,19.6505,7.2117
24560290,2021-01-05,17:58:53.019559,19.1505,6.7117
24560290,2021-01-05,17:58:53.02176,19.1505,7.7117
24560290,2021-01-05,17:58:53.024756,19.1505,7.7117
24560290,2021-01-05,17:58:53.02697,19.1505,7.7117
24560290,2021-01-05,17:58:53.029204,19.1505,7.7117
24560290,2021-01-05,17:58:53.031629,19.1505,7.7117
24560290,2021-01-05,17:58:53.034587,19.1505,6.7117
